clean,created_at,extended_tweet.full_text,id,text
Thank you Daniell 🤗,Sun Mar 21 18:13:40 +0000 2021,@Daniell85958850 @ItsHammerTimeII @War_HammerTime @ZeroDarkKitty @_RavensMayhem_ @rekd_t @Peggy77138225 @WyntahSnow @AnthraxLiberal @_GL855y @Isaacisgroovy @tara23959231 @jsfw66 @5CAR_ @QTWIQ1 @LionInWinter44 @LisaXX____ @ArtiSt4AMERICA @BadOctavia13 @Renny91724251 @SamuelDrake51 @DigitalBrawler @2Army8589 @_mexodus_ @realEscanor @sammie91j @MarinaM17101786 @KRYS_42 @monnj6 @joeycannoli6 @JOELMANGQ @marley01268780 @TerraB717 @LimitedEsq @66LLB @ShellyMarven @DougShootsStr8 @GuidoFawkes1976 Thank you Daniell 🤗,1373699343035756547,@Daniell85958850 @ItsHammerTimeII @War_HammerTime @ZeroDarkKitty @_RavensMayhem_ @rekd_t @Peggy77138225 @WyntahSnow… https://t.co/Ey1MHWKya9
How are you G? 🤗,Sun Mar 21 18:13:40 +0000 2021,,1373699343815872513,@JustJenlisa23 How are you G? 🤗
I am unfollowing everyone who follows schlatt 🤗 #selfcare,Sun Mar 21 18:13:42 +0000 2021,,1373699352678522880,im unfollowing everyone who follows schlatt 🤗 #selfcare
cooking time 🤗 ,Sun Mar 21 18:13:44 +0000 2021,,1373699362899955716,RT @dailymomoi: cooking time 🤗 https://t.co/4TlaH6yI0W
You did it 👏🏻👏🏻 onwards and upwards 🤗,Sun Mar 21 18:13:47 +0000 2021,,1373699374820306946,@Elisabe09456260 You did it 👏🏻👏🏻 onwards and upwards 🤗
[REMINDER] We are officially can start collecting voting tickets and coins on Fanplus app TOMORROW (22/3) for Joy’s birt…,Sun Mar 21 18:13:49 +0000 2021,,1373699384286711812,RT @JoyVotingTeam: [REMINDER] We are officially can start collecting voting tickets and coins on Fanplus app TOMORROW (22/3) for Joy’s birt…
"Aw it is very easy to do that. Human instinct is to help, not s bad thing either, but a hug is just nice 🤗",Sun Mar 21 18:13:51 +0000 2021,,1373699391761092610,"@stewf62 Awwww it's very easy to do that. Human instinct is to help, not s bad thing either, but a hug is just nice 🤗"
Winning on home soil 🤗   | #FormulaTX ,Sun Mar 21 18:13:51 +0000 2021,,1373699391811424259,"RT @WTA: Winning on home soil 🤗

@DKasatkina | #FormulaTX https://t.co/etlEe8d4gj"
Develop a habit of speaking well about others 🤗,Sun Mar 21 18:13:55 +0000 2021,,1373699406046838785,RT @Ugawoman02: Develop a habit of speaking well about others 🤗
You know that is right,Sun Mar 21 18:13:57 +0000 2021,,1373699413965729793,You know that’s right
Salut 🤗,Sun Mar 21 18:14:01 +0000 2021,,1373699432768696323,@kpoptriks Salut 🤗
"oh wow, you got the good stuff.  ty 🤗",Sun Mar 21 18:14:04 +0000 2021,,1373699446484111363,"@linedancepro oh wow, you got the good stuff.  ty 🤗"
Believe in Mahadev ❤️🙏  Good night ❤️       पढ़ना जरूर 🤗 ,Sun Mar 21 18:14:04 +0000 2021,,1373699446584668160,"Believe in Mahadev ❤️🙏

Good night ❤️
      पढ़ना जरूर 🤗 https://t.co/cSxxaYCbj8"
#GoodNight Everyone 🤗,Sun Mar 21 18:14:05 +0000 2021,,1373699448719638529,RT @tina_bhutia: #GoodNight Everyone 🤗
Dad decided that I was on the menu for dinner tonight 🤗 ,Sun Mar 21 18:14:05 +0000 2021,,1373699450833616899,RT @DadAndHisSon: Dad decided that I was on the menu for dinner tonight 🤗 https://t.co/OFUnVDU4tS
"I am sure they would never use them , simply polish  them and take selfies with them 🤗",Sun Mar 21 18:14:08 +0000 2021,,1373699463483637763,"@Tenby_Mosque @JZarif I’m sure they’d never use them , simply polish  them and take selfies with them 🤗"
let us win this one 🤗  This voting poll will end tomorrow 11 AM KST  #SHINee  #Jonghyun ,Sun Mar 21 18:14:09 +0000 2021,,1373699465312231428,"RT @TrustTaem6v6: Let's win this one 🤗

This voting poll will end tomorrow 11 AM KST

#SHINee @SHINee #Jonghyun https://t.co/zayGVtABBC"
True! 🤗,Sun Mar 21 18:14:16 +0000 2021,,1373699497461751814,@whatinthehonk True! 🤗
Congratulations  !!! Another excellent volume of poetry is out in the world. You should be so proud. 🤗 🌱🌻🍂❄️,Sun Mar 21 18:14:17 +0000 2021,,1373699501127561220,RT @AlanaOxford: Congratulations @DerekRKing2 !!! Another excellent volume of poetry is out in the world. You should be so proud. 🤗 🌱🌻🍂❄️
"Check out my podcast, Rainbow Rated, on    #underrated #podcast #different #exciting #yourviews #Opinion #interview #entertainment #Random",Sun Mar 21 18:14:17 +0000 2021,"Check out my podcast, Rainbow Rated, on @anchor: https://t.co/VUwqenDKEn

#underrated #podcast #different #exciting #yourviews #Opinion #interview #entertainment #Random",1373699501085618176,"Check out my podcast, Rainbow Rated, on @anchor: https://t.co/VUwqenDKEn

#underrated #podcast #different #exciting… https://t.co/LfQenWRSYv"
